일자,통화건수,한국은행 기준금리,지점,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),최대 순간 풍속(m/s),평균 풍속(m/s),평균 상대습도(%),1시간 최다일사량(MJ/m2),일 최심신적설(cm),KOSPI지수,KOSDAQ지수
2015-04-08,35856,1.75,108,8.3,3.5,13.7,0,8.6,2.9,52.5,2.39,0,2059.26,668.03
2015-04-09,37369,1.75,108,9.6,3.8,16.3,0,7.9,2.3,43,2.52,0,2058.87,676.96
2015-04-10,47276,1.75,108,11.6,4.6,19.2,0,9.3,2.8,40.5,2.76,0,2087.76,682.02
2015-04-11,60097,1.75,108,13.5,6.7,20.7,0,8.8,2.5,39.3,2.69,0,2087.76,682.02
2015-04-12,60444,1.75,108,14.9,9.1,20.4,0,10.7,2.9,30.6,2.18,0,2087.76,682.02
2015-04-13,35318,1.75,108,12,7.4,17.6,6.5,14.7,5.9,53.9,2.59,0,2098.92,689.39
2015-04-14,43668,1.75,108,6.9,5.8,8,10.5,7.9,2.7,89.9,0.91,0,2111.72,684.97
2015-04-15,35373,1.75,108,11.1,5.6,17,1,8.3,2.9,72,2.59,0,2119.96,694.44
2015-04-16,41116,1.75,108,9.9,6.9,14.8,7,13.3,3.6,69.5,0.95,0,2139.9,698.31
2015-04-17,44870,1.75,108,10.5,4.8,16.1,0,14.4,3.7,45.4,2.89,0,2143.5,706.9
2015-04-18,59373,1.75,108,15.2,5.2,23.7,0,6.2,1.9,31.9,2.91,0,2143.5,706.9
2015-04-19,63862,1.75,108,14.5,11.2,17.3,12,9.8,3.7,74.8,0.84,0,2143.5,706.9
2015-04-20,31052,1.75,108,12.2,10.3,16.8,5.5,10.3,3.2,75.3,2.01,0,2146.71,706.96
2015-04-21,32998,1.75,108,14,7.7,20.9,0,10.4,2.9,46,2.87,0,2144.79,714.52
2015-04-22,34775,1.75,108,14.2,9.3,20.7,0,10.6,3,47,2.74,0,2143.89,703.34
2015-04-23,36550,1.75,108,14.5,8,20.1,0,10.4,3.5,41.1,2.79,0,2173.41,692.48
2015-04-24,46049,1.75,108,15.7,10.4,22.8,0,10.9,3.2,38.3,2.99,0,2159.8,690.74
2015-04-25,57571,1.75,108,15.9,9.2,23,0,10.7,2.7,31.3,2.86,0,2159.8,690.74
2015-04-26,58830,1.75,108,17.3,9.9,24.4,0,10.1,3.3,37.6,2.73,0,2159.8,690.74
2015-04-27,31623,1.75,108,18.5,12.7,24.9,0,12.6,2.8,39.3,2.81,0,2157.54,699.39
2015-04-28,35581,1.75,108,20.3,12.3,26.9,0,8,2.1,38.6,2.84,0,2147.67,696.79
2015-04-29,41003,1.75,108,17,15.8,18.4,3.5,8.7,2.9,77,0.78,0,2142.63,695.69
2015-04-30,43951,1.75,108,21.2,15.1,28.3,0,7.7,2.2,56.6,2.77,0,2127.17,689.01
2015-05-01,53239,1.75,108,21,15.9,27.2,0,8.3,2.5,58.8,2.78,0,2127.17,689.01
2015-05-02,54186,1.75,108,20.7,15.8,26,0.5,7.1,2.1,64.4,1.86,0,2127.17,689.01
2015-05-03,56743,1.75,108,18.3,17.1,19.6,3.5,7.8,2.1,90.4,0.61,0,2127.17,689.01
2015-05-04,43095,1.75,108,16.1,12.5,20.1,0,14.3,4.2,45.9,2.99,0,2132.23,677.9
2015-05-05,62523,1.75,108,14.2,8.3,19.9,0,10.4,3.4,37.9,3.11,0,2132.23,677.9
2015-05-06,31608,1.75,108,15.4,9.8,22,0,7.2,2.4,36.3,2.38,0,2104.58,665.94
2015-05-07,35402,1.75,108,16.5,10.6,24,0,11,2.6,35.6,2.76,0,2091,673.08
2015-05-08,51558,1.75,108,16.7,11.7,22.7,0,8.2,2.5,64.3,1.86,0,2085.52,681.69
2015-05-09,53903,1.75,108,17.6,12.6,24,0,8.5,3,55,2.8,0,2085.52,681.69
2015-05-10,55874,1.75,108,19.1,13.5,25.9,0,7.8,2.3,39.6,2.98,0,2085.52,681.69
2015-05-11,34559,1.75,108,18.4,14.4,24.1,14,12.4,3,62.1,2.09,0,2097.38,692.29
2015-05-12,35640,1.75,108,13.3,10.3,17.5,9.5,17.2,6.4,75.9,2.48,0,2096.77,686.74
2015-05-13,33535,1.75,108,17.4,11.8,21.4,0,15.7,5.3,56.9,2.91,0,2114.16,692.23
2015-05-14,35287,1.75,108,20.4,15.3,26.6,0,11.2,3.3,63.8,2.68,0,2120.33,699.27
2015-05-15,44545,1.75,108,19.1,16.3,23.7,0,8.5,2.7,71,1.42,0,2106.5,705.4
2015-05-16,56014,1.75,108,18,11.6,25.2,0,11.3,3,41.3,3.11,0,2106.5,705.4
2015-05-17,58474,1.75,108,18.6,11.7,25.2,0,8.3,2.2,40.4,2.54,0,2106.5,705.4
2015-05-18,30483,1.75,108,17.7,13.7,22.2,0,11.1,3.2,53.9,1.79,0,2113.72,703.25
2015-05-19,35780,1.75,108,14.8,13,16.2,1,8,3.6,88.9,0.43,0,2120.85,706.79
2015-05-20,34409,1.75,108,16.3,10.6,21.9,0,9.8,3.1,60,3.07,0,2139.54,713.95
2015-05-21,36214,1.75,108,18.7,12.6,26,0,10.3,3.7,50.1,3.01,0,2122.81,715.64
2015-05-22,43538,1.75,108,20,13.7,27.2,0,10.3,2.9,45.3,2.96,0,2146.1,713.54
2015-05-23,53756,1.75,108,20.6,13.6,28.3,0,8.4,2.5,38.5,3.02,0,2146.1,713.54
2015-05-24,56190,1.75,108,21,14,28.5,0,8,2.4,37.3,3.03,0,2146.1,713.54
2015-05-25,52459,1.75,108,20.8,14.4,28.7,0,8.5,2.7,53.1,2.96,0,2146.1,713.54
2015-05-26,30037,1.75,108,21.5,14.1,30.3,0,8.7,2.7,48.9,3.01,0,2143.5,708.66
2015-05-27,32386,1.75,108,23.2,14.4,31.5,0,7.5,2,32.9,3.07,0,2107.5,699.19
2015-05-28,34154,1.75,108,24.3,16.7,32.2,0,9,2.2,27.1,2.87,0,2110.89,709.01
2015-05-29,43106,1.75,108,23.8,18.5,29.8,0,8.4,2.5,36.8,2.59,0,2114.8,711.39
2015-05-30,57785,1.75,108,19.8,17,23.2,0.4,7.7,2.9,71,1.53,0,2114.8,711.39
2015-05-31,59435,1.75,108,22.1,15.3,30.4,0,8.1,2.2,52.8,2.89,0,2114.8,711.39
2015-06-01,30619,1.75,108,21.7,15.8,28.5,0,10.4,2.6,44.6,2.38,0,2102.37,715.73
2015-06-02,33527,1.75,108,23.1,18.1,29.8,0,10.3,2.7,46.9,2.71,0,2078.64,704.77
2015-06-03,34773,1.75,108,23.3,17.1,29.4,0,14.4,3.8,33.3,3.16,0,2063.16,696.97
2015-06-04,36836,1.75,108,24.2,17.1,31.5,0,10.8,2.6,28.9,3.16,0,2072.86,704.56
2015-06-05,48629,1.75,108,19.1,17.5,22,1,9.9,1.7,58.8,1.33,0,2068.1,707.27
2015-06-06,64573,1.75,108,22.4,16.4,28.9,0,7.7,2.3,50.4,2.91,0,2068.1,707.27
2015-06-07,59625,1.75,108,23.4,18.7,31.5,0,10,2.3,46.8,2.83,0,2068.1,707.27
2015-06-08,32236,1.75,108,22.4,18.2,27.8,0,9.5,2.3,54.9,1.83,0,2065.19,716.43
2015-06-09,35775,1.75,108,22.2,18.8,28.1,0,9,2.9,66.3,2.88,0,2064.03,722.51
2015-06-10,38384,1.75,108,25.3,17.6,34.9,0,8.6,2.2,54.3,2.86,0,2051.32,718.23
2015-06-11,41906,1.5,108,24.6,20.7,30.2,7.5,10.4,2.8,59.6,1.88,0,2056.61,717
2015-06-12,47446,1.5,108,23.6,19.4,29.9,0.5,12.5,3.8,63.1,2.94,0,2052.17,712.4
2015-06-13,60750,1.5,108,24.7,20.1,30.9,0.5,10.2,3.2,61.9,2.52,0,2052.17,712.4
2015-06-14,57630,1.5,108,22.8,17.8,27.7,15.5,12.4,2.7,70.3,2.71,0,2052.17,712.4
2015-06-15,31398,1.5,108,24.2,19.6,30.6,0,9.3,2.2,65.6,2.34,0,2042.32,705.85
2015-06-16,35802,1.5,108,25,20,30.9,0,8,2.4,65.9,2.7,0,2028.72,706.28
2015-06-17,35758,1.5,108,23.4,20.2,30.8,9.5,10.3,2.6,72.8,2.58,0,2034.86,718.61
2015-06-18,36274,1.5,108,24.8,19.6,31.3,3,10.1,2.7,59.4,2.77,0,2041.88,725.2
2015-06-19,43558,1.5,108,24.5,20,29.9,0,9.4,2.9,57.8,2.16,0,2046.96,729.92
2015-06-20,63974,1.5,108,19.6,17,22.6,44.5,8.4,1.8,91,0.34,0,2046.96,729.92
2015-06-21,51989,1.5,108,22.4,15.6,29.6,0,7.9,2,69.1,3.01,0,2046.96,729.92
2015-06-22,29131,1.5,108,24,19.4,29.1,0,9.1,2.4,60.4,2.71,0,2055.16,734.61
2015-06-23,32102,1.5,108,24.7,19.7,31,0,7.9,2.3,64.1,2.6,0,2081.2,739.82
2015-06-24,33646,1.5,108,25.7,21.1,30.6,0,9.2,2.5,58.3,2.36,0,2085.53,746.62
2015-06-25,38175,1.5,108,24.8,21,29.1,2,6.3,2.1,65.1,1.63,0,2085.06,753.66
2015-06-26,43920,1.5,108,21,18,25.3,12.5,11.4,3.3,75.8,1.52,0,2090.26,750.5
2015-06-27,53983,1.5,108,25.2,19.2,31.1,0,8.6,2.2,55.3,3.14,0,2090.26,750.5
2015-06-28,54760,1.5,108,25.4,21,31.1,0,8.9,2.6,61.8,2.76,0,2090.26,750.5
2015-06-29,31078,1.5,108,25.7,21.2,30.6,0,8.1,2.8,61.8,2.82,0,2060.49,733.04
2015-06-30,38354,1.5,108,24.4,21.9,29.2,2.5,7.3,1.7,70,1.51,0,2074.2,742.27
2015-07-01,35968,1.5,108,23.7,21,27.9,0.5,13.2,3.8,66.3,2.95,0,2097.89,760.67
2015-07-02,37579,1.5,108,23.7,20.4,29.3,0,12.2,4,64.5,2.68,0,2107.33,768.67
2015-07-03,45068,1.5,108,23.3,19.2,28.3,0,11.3,3,62.6,3.2,0,2104.41,769.26
2015-07-04,54104,1.5,108,24.1,18.2,29.9,0,8,2.2,55.8,3.08,0,2104.41,769.26
2015-07-05,52707,1.5,108,24.2,20.1,29.6,0,7.8,2.3,57.4,2.74,0,2104.41,769.26
2015-07-06,31824,1.5,108,25.3,20.2,32.5,0,8.5,2.2,54.3,2.6,0,2053.93,752.01
2015-07-07,35251,1.5,108,25.6,21.4,29.7,0,7.3,2,52.1,1.88,0,2040.29,729.64
2015-07-08,36438,1.5,108,23.4,20.7,26.3,0.5,10.6,4,69.8,2.13,0,2016.21,726.22
2015-07-09,36015,1.5,108,26.5,22.1,31.8,0,8.2,2.9,61.3,2.31,0,2027.81,726.01
2015-07-10,46201,1.5,108,29.2,23.6,34.3,0,6.1,1.9,60.9,2.59,0,2031.17,730.72
2015-07-11,62716,1.5,108,30.4,25.7,36,0,9.9,2.1,60.3,2.52,0,2031.17,730.72
2015-07-12,67384,1.5,108,24.8,24,28,29,9.9,4,94.1,0.61,0,2031.17,730.72
2015-07-13,44908,1.5,108,23.1,21.4,24.9,10,14.4,5.2,90.8,0.53,0,2061.52,749.46
2015-07-14,33862,1.5,108,26.1,22.5,31.4,0,8.9,3.5,72.4,2.86,0,2059.23,757.12
2015-07-15,35589,1.5,108,27.9,22.7,33.9,0,11.5,2.9,58.8,2.87,0,2072.91,761.59
2015-07-16,36210,1.5,108,24.7,20.6,28.9,0,12.6,5,51.3,2.75,0,2087.89,774.4
2015-07-17,43927,1.5,108,23.6,18.4,28.6,0,9.3,3.6,49.8,2.82,0,2076.79,773.23
2015-07-18,54069,1.5,108,24.3,22.3,27.8,0.5,6.2,2.2,63.5,1.12,0,2076.79,773.23
2015-07-19,50384,1.5,108,25.1,21.3,29.8,5,6.1,1.8,77.4,1.99,0,2076.79,773.23
2015-07-20,31691,1.5,108,27.5,24.4,31.2,0,5.9,2.4,71.4,1.49,0,2073.31,782.64
2015-07-21,36347,1.5,108,27,24.6,29.6,11,5,1.6,81.6,1.02,0,2083.62,781.99
2015-07-22,38410,1.5,108,27.7,25.3,31.7,1,6.6,1.8,76.9,1.66,0,2064.73,776.57
2015-07-23,56870,1.5,108,26.9,24.9,32.1,16,8.5,2.1,81,1.94,0,2065.07,776.99
2015-07-24,49576,1.5,108,24.7,22.6,25.4,26.5,8.9,2,96.9,0.63,0,2045.96,776.26
2015-07-25,58671,1.5,108,25,24.4,26.4,80,10.3,3.2,95.1,0.28,0,2045.96,776.26
2015-07-26,51144,1.5,108,26,23.5,30,40.5,8.5,2.6,85.5,2.82,0,2045.96,776.26
2015-07-27,33112,1.5,108,26.2,24.4,30,1.5,6.4,2.3,86,1.93,0,2038.81,751.04
2015-07-28,36515,1.5,108,27.7,24.6,31.2,0,8.1,2.7,74.4,2.31,0,2039.1,745.24
2015-07-29,38905,1.5,108,26.7,24.8,28.8,4,8.2,2.6,82.9,1.05,0,2037.62,730.47
2015-07-30,41444,1.5,108,28.6,25.5,33.1,0,11.6,3.5,76.4,2.02,0,2019.03,712.86
2015-07-31,46791,1.5,108,27.9,26.2,32.4,0,9.2,2.7,74.3,2.52,0,2030.16,725.06
2015-08-01,54697,1.5,108,28.2,26,31.6,0,9.5,3.1,72.8,1.6,0,2030.16,725.06
2015-08-02,52453,1.5,108,26.5,24.1,29.2,16.5,12.5,2.7,84.3,1.36,0,2030.16,725.06
2015-08-03,35830,1.5,108,27.9,25.6,31.5,0,10.7,3.8,71.5,1.8,0,2008.49,714.34
2015-08-04,37967,1.5,108,27.5,25.4,30.8,0,11.5,4.5,73.3,1.33,0,2027.99,730.03
2015-08-05,40686,1.5,108,28.6,25.9,32.7,0.1,10.8,3.7,67,2.28,0,2029.76,741.26
2015-08-06,40305,1.5,108,29.3,24.5,34.4,0,6.7,2,64.5,2.89,0,2013.29,747.74
2015-08-07,48567,1.5,108,28.9,26,34.4,11,8.7,1.4,71.3,2.17,0,2010.23,751.49
2015-08-08,55341,1.5,108,26.6,24.3,33,7.5,14.2,2.1,79.1,2.08,0,2010.23,751.49
2015-08-09,53700,1.5,108,26.7,23.3,31,0,6.9,2.1,74.4,2.33,0,2010.23,751.49
2015-08-10,33987,1.5,108,27,23.9,32,0,7.2,2.3,72.1,2.82,0,2003.17,746.34
2015-08-11,37173,1.5,108,26.8,24.5,30.6,0,8.6,2.1,73.6,1.24,0,1986.65,732.26
2015-08-12,49457,1.5,108,27.3,22.1,32.9,0,6.9,2,67.5,2.9,0,1975.47,717.2
2015-08-13,43134,1.5,108,26.5,23.9,31.1,0,8.1,1.9,68.6,2.23,0,1983.46,731.36
2015-08-14,48474,1.5,108,26.9,22.7,32.5,0,7.7,2.4,66.4,2.81,0,1983.46,731.36
2015-08-15,52000,1.5,108,27.1,23.1,30.8,0.1,6.7,1.9,70.4,2.1,0,1983.46,731.36
2015-08-16,57628,1.5,108,25.8,20.7,31.2,29,9.4,2,74.9,1.46,0,1983.46,731.36
2015-08-17,32174,1.5,108,26.6,19.8,32.9,0,7.2,2.2,61.5,2.68,0,1968.52,722.01
2015-08-18,34875,1.5,108,27.9,24.1,32.2,0,7.5,2.5,59.9,2.71,0,1956.26,699.8
2015-08-19,35474,1.5,108,26.8,24.2,29.7,0,6.4,1.8,70.3,1.44,0,1939.38,670.55
2015-08-20,38221,1.5,108,25.4,24.2,28.1,0.4,8.3,1.7,75.5,0.97,0,1914.55,656.71
2015-08-21,43539,1.5,108,25.2,23,29.3,2.5,6.6,2,78.3,1.47,0,1876.07,627.05
2015-08-22,54545,1.5,108,25.5,23.4,29.6,0,6.9,2.5,69.8,2.17,0,1876.07,627.05
2015-08-23,52538,1.5,108,26.3,20.9,31.7,0,5.5,1.7,65.5,2.57,0,1876.07,627.05
2015-08-24,30591,1.5,108,26.3,23.3,30.3,0,14,3.8,60.6,1.88,0,1829.81,613.33
2015-08-25,38033,1.5,108,21.7,19.2,24.5,5.5,11.2,3.2,76.4,0.66,0,1846.63,645.43
2015-08-26,32962,1.5,108,21.9,18.9,25.3,0,9.6,2.9,68.4,1.96,0,1894.09,667.44
2015-08-27,34548,1.5,108,24.7,21.2,30,0,8.5,3.1,61.1,2.84,0,1908,673.71
2015-08-28,41974,1.5,108,23.2,19,28.1,0.3,7.6,1.7,69.4,2.06,0,1937.67,687.96
2015-08-29,52731,1.5,108,24.4,19,30.8,0,6.8,1.7,65.8,2.5,0,1937.67,687.96
2015-08-30,50870,1.5,108,24.9,19.9,31,0,10.5,1.6,65.9,2.67,0,1937.67,687.96
2015-08-31,29276,1.5,108,25.9,21,31.2,0,7.7,1.9,62.9,2.54,0,1941.49,687.11
2015-09-01,31074,1.5,108,25.9,22.6,30.7,0,10.3,3.4,59.4,2.59,0,1914.23,672.94
2015-09-02,34965,1.5,108,23.9,22,27.7,0.5,10.3,2.1,72.8,1.68,0,1915.22,678.02
2015-09-03,33733,1.5,108,23.9,19.8,28.2,18,9.1,2.3,75.1,2.37,0,1915.53,678.25
2015-09-04,41124,1.5,108,24.8,20.6,30.7,0,7.7,2.2,68.5,2.58,0,1886.04,650.45
2015-09-05,54852,1.5,108,21.9,19.4,23.6,5,10.7,2.1,79.8,0.78,0,1886.04,650.45
2015-09-06,50449,1.5,108,22.2,19.3,26.2,0,12.7,3.7,60.4,2.57,0,1886.04,650.45
2015-09-07,27968,1.5,108,22.6,16.8,28.7,0,8.7,2.4,52.9,2.78,0,1883.22,648.8
2015-09-08,31870,1.5,108,22.7,16.2,28.9,0,8.9,3.2,43.6,2.81,0,1878.68,638.22
2015-09-09,35938,1.5,108,22.4,15.3,30.1,0,11.8,2.9,42.9,2.76,0,1934.2,660.67
2015-09-10,34189,1.5,108,22.4,17,28.4,0,8.6,2.4,62.3,2.63,0,1962.11,668.29
2015-09-11,46535,1.5,108,21,16.8,24.4,2.5,7.2,2.1,76.4,1.35,0,1941.37,669.87
2015-09-12,51823,1.5,108,19.2,15.5,24,0,7.5,1.9,60.4,1.89,0,1941.37,669.87
2015-09-13,53689,1.5,108,20.2,15.2,26,0,8.3,2.6,54.1,2.69,0,1941.37,669.87
2015-09-14,28057,1.5,108,22.1,16.4,27.8,0,6.2,1.6,61.1,2.12,0,1931.46,662.88
2015-09-15,30548,1.5,108,22.8,17.4,28.7,0,8.7,2.2,48.5,2.62,0,1937.56,666.75
2015-09-16,31816,1.5,108,21.6,16,26.7,0,8.2,2.5,45.5,2.64,0,1975.45,676.48
2015-09-17,33436,1.5,108,21.4,15.5,27.6,0,9.4,3.1,46.4,2.66,0,1976.49,671.05
2015-09-18,40592,1.5,108,21.9,15.9,29.2,0,7.8,2.4,52.1,2.56,0,1995.95,690.18
2015-09-19,51936,1.5,108,22.3,17,29,0,8.4,2.4,58.3,2.33,0,1995.95,690.18
2015-09-20,50840,1.5,108,22.1,17.9,28.3,0,7.4,2,69,2.44,0,1995.95,690.18
2015-09-21,28933,1.5,108,22.6,16.5,29.4,0,5.7,1.5,62.1,1.98,0,1964.68,688.9
2015-09-22,31991,1.5,108,23.9,18,31,0,6.9,1.8,48.4,2.43,0,1982.06,693.67
2015-09-23,33785,1.5,108,22,19,26.1,0,5.4,1.7,57.9,1.69,0,1944.64,680.28
2015-09-24,35922,1.5,108,23.4,17.5,30.6,0,7.4,1.9,56.4,2.36,0,1947.1,683.88
2015-09-25,42337,1.5,108,23.4,19,29.8,0,6.4,2.5,56.5,2.11,0,1942.85,682.7
2015-09-26,27908,1.5,108,22.4,17.9,28,0,7.5,1.8,54.5,2.03,0,1942.85,682.7
2015-09-27,14480,1.5,108,21.9,14.2,29.8,0,6.4,1.9,39.4,2.4,0,1942.85,682.7
2015-09-28,32012,1.5,108,21.4,15.5,28.3,0,8.2,1.6,39.6,2.24,0,1942.85,682.7
2015-09-29,44842,1.5,108,22.1,15.9,28.2,0,9.5,2.3,36.6,2.51,0,1942.85,682.7
2015-09-30,29616,1.5,108,21.3,19.4,26.2,0,8.8,2.6,45.3,1.86,0,1962.81,678.48
2015-10-01,39194,1.5,108,16.3,10.7,19.7,35,14.8,3.6,77.5,0.33,0,1979.32,684.79
2015-10-02,40024,1.5,108,16.5,8.6,21.5,0,16,3.7,53.5,2.38,0,1969.68,686.42
2015-10-03,53939,1.5,108,19.2,13.3,24.5,0,10.8,3.8,49.4,2.34,0,1969.68,686.42
2015-10-04,49115,1.5,108,16.6,11.2,22.4,0,6,1.8,38.9,1.7,0,1969.68,686.42
2015-10-05,29244,1.5,108,18,11,25.6,0,8.3,1.9,49.4,2.3,0,1978.25,691.19
2015-10-06,31583,1.5,108,18.7,12.1,26.3,0,7,1.9,57.5,2.17,0,1990.65,689.06
2015-10-07,33141,1.5,108,19.6,14.1,25.7,0,6.3,1.4,67.5,2.11,0,2005.84,679.83
2015-10-08,41042,1.5,108,20.1,15.7,26.4,0,8.3,2.3,61.1,2.14,0,2019.53,674.97
2015-10-09,50199,1.5,108,16.2,12.8,20.5,0,10.3,3.7,43.8,2.41,0,2019.53,674.97
2015-10-10,51348,1.5,108,12.8,10.4,17.2,3.5,9.5,2.2,70.9,1,0,2019.53,674.97
2015-10-11,53591,1.5,108,10.8,8.1,14.4,3.5,11.5,2.4,72.6,1.15,0,2019.53,674.97
2015-10-12,29515,1.5,108,12.3,8.2,17.9,0,12.4,2.7,56.5,2.29,0,2021.63,672.96
2015-10-13,32177,1.5,108,15,7.8,21.3,0,10,2.5,66.4,2.13,0,2019.05,672.82
2015-10-14,33255,1.5,108,17.1,10.9,24.5,0,5.7,1.6,64.6,2.15,0,2009.55,668.92
2015-10-15,34555,1.5,108,17.9,12.1,26.1,0,6,1.8,62.1,2,0,2033.27,676.05
2015-10-16,42065,1.5,108,17.5,13.2,24.2,0,6.1,1.8,71,2,0,2030.26,681.73
2015-10-17,54996,1.5,108,18.7,12.4,26.6,0,5.9,1.7,64.8,2,0,2030.26,681.73
2015-10-18,51729,1.5,108,17.9,12.4,24.2,0,5.7,1.3,65.1,1.82,0,2030.26,681.73
2015-10-19,29529,1.5,108,18.1,13.6,23.9,0,5.8,2,67.4,1.7,0,2030.27,684.29
2015-10-20,31937,1.5,108,18.8,15.4,25.1,0,5.8,1.6,69.5,1.79,0,2039.36,691.21
2015-10-21,34099,1.5,108,17.9,13.9,22.7,0,6,1.6,72.5,1.64,0,2042.98,686.5
2015-10-22,35100,1.5,108,17.5,14.5,23.1,0,8,2.2,64.8,1.71,0,2023,676.3
2015-10-23,42907,1.5,108,17.5,15.2,21.4,0,8.7,2.4,69.1,1.26,0,2040.4,681.97
2015-10-24,54445,1.5,108,16.9,13.2,22,10.5,8.6,2.4,64,2.02,0,2040.4,681.97
2015-10-25,53813,1.5,108,16.3,12.1,22.8,0,6.6,2.1,51,2.01,0,2040.4,681.97
2015-10-26,32399,1.5,108,15,12,18.7,2,8,2.3,67,1.21,0,2048.08,690.73
2015-10-27,33457,1.5,108,12.1,7.7,15.9,26.5,10.8,3.4,69,1.74,0,2044.65,688.32
2015-10-28,33834,1.5,108,9.9,5.6,15.8,0,10.9,2.5,49,2,0,2042.51,693.53
2015-10-29,39075,1.5,108,8.4,3.2,14.7,0.5,12,2.4,50.4,1.98,0,2034.16,690.63
2015-10-30,46401,1.5,108,5.4,1.7,10.4,0,10.5,2.6,41.8,2.11,0,2029.47,683.63
2015-10-31,58192,1.5,108,5.7,1.1,12.3,0,8,2.1,42.5,2.08,0,2029.47,683.63
2015-11-01,54067,1.5,108,7,1.3,12.6,0,5.2,1.6,48.4,1.79,0,2029.47,683.63
2015-11-02,28890,1.5,108,10.8,6.1,15.2,0,8.5,1.5,61,1.48,0,2035.24,680.01
2015-11-03,32087,1.5,108,11.8,6.6,18.7,0,6.3,1.4,67.6,1.79,0,2048.4,682.13
2015-11-04,34022,1.5,108,12.2,5.8,19.8,0,5.3,1.6,62,1.81,0,2052.77,686.18
2015-11-05,34984,1.5,108,13.2,8.6,19.2,0,7.4,1.8,64,1.63,0,2049.41,694.43
2015-11-06,48449,1.5,108,13.5,9.6,19.2,4.5,13.2,4.8,64,1.67,0,2041.07,694.21
2015-11-07,67939,1.5,108,10.5,9.3,11.7,24.5,12.3,5.9,92,0.38,0,2041.07,694.21
2015-11-08,60932,1.5,108,11.1,10.3,11.8,10.5,11.5,5.2,90.6,0.44,0,2041.07,694.21
2015-11-09,30540,1.5,108,10.8,9.8,12.1,3.5,6.3,2.1,87.6,0.6,0,2025.7,671.84
2015-11-10,32117,1.5,108,10,7.7,13.5,0,5.6,1.8,80,1.1,0,1996.59,656.7
2015-11-11,34740,1.5,108,11.6,6.6,17.7,0,6.3,1.6,72.4,1.85,0,1997.27,667.21
2015-11-12,38147,1.5,108,14.5,10.2,21,0,7.3,2.8,63.5,1.75,0,1993.36,672.99
2015-11-13,54055,1.5,108,11.5,10.5,13.1,22.5,9.4,4,83.8,0.24,0,1973.29,670.52
2015-11-14,55926,1.5,108,12.8,11,14.2,3.5,6.3,1.4,97.3,0.39,0,1973.29,670.52
2015-11-15,48312,1.5,108,13.4,10.6,17.2,0,6.2,1.8,84.5,1.55,0,1973.29,670.52
2015-11-16,32298,1.5,108,12.2,10.7,14,5.5,6.9,2.9,85,0.46,0,1943.02,659.2
2015-11-17,31695,1.5,108,13.9,11,19.3,0,7.4,1.8,69.6,1.68,0,1963.58,672.17
2015-11-18,37885,1.5,108,10.4,8.4,12.6,5.5,11.8,5.1,70.6,0.28,0,1962.88,670.67
2015-11-19,36289,1.5,108,8.9,6.7,10.8,0,7.8,2.6,72.8,0.59,0,1988.91,680.57
2015-11-20,43709,1.5,108,9.8,7.1,14.4,0,6.9,1.6,73,1.19,0,1989.86,685.16
2015-11-21,55151,1.5,108,9.2,5,15.4,0,6.9,1.8,55.9,1.56,0,1989.86,685.16
2015-11-22,54350,1.5,108,10.2,5.9,15.7,3.5,8.6,2.4,66.5,1.47,0,1989.86,685.16
2015-11-23,30450,1.5,108,8.5,6.5,11,6.5,8.9,3.3,80.9,0.82,0,2003.7,688.29
2015-11-24,33565,1.5,108,5.7,2.7,8.8,0.5,9,3.1,70,0.79,0,2016.29,687.86
2015-11-25,39193,1.5,108,2.4,0.9,5.3,11,8.1,2.7,87,0.66,0,2009.42,688.78
2015-11-26,39595,1.5,108,-2.7,-4.8,0.9,0,10.2,3.7,63.8,0.59,0,2030.68,693.42
2015-11-27,48645,1.5,108,-2.8,-7.3,2,0,10,2.6,59.1,1.6,0,2028.99,694.21
2015-11-28,59588,1.5,108,0.1,-2.7,2.3,0.1,5.8,2,71,0.56,0,2028.99,694.21
2015-11-29,56744,1.5,108,2.5,1,3.9,3,6.8,3.3,87.9,0.44,0,2028.99,694.21
2015-11-30,32068,1.5,108,4.1,0.9,8.5,0,6.6,1.9,69,1.68,0,1991.97,688.38
2015-12-01,33878,1.5,108,4,-1.3,10.4,0,6,1.9,57.8,1.54,0,2023.93,691.95
2015-12-02,40208,1.5,108,6,2.9,8.5,13.5,16.8,3.3,71,0.37,0,2009.29,690.32
2015-12-03,40894,1.5,108,-0.7,-3.2,3.3,7.1,14.4,4.1,79.3,0.68,6.5,1994.07,690.77
2015-12-04,47761,1.5,108,-0.4,-4.4,3.1,0,9.9,2.8,63.9,1.66,0,1974.4,685.77
2015-12-05,61137,1.5,108,3.4,0.6,7.2,0,10.8,3.1,51.4,1.62,0,1974.4,685.77
2015-12-06,56368,1.5,108,1.3,-2,7.8,0,4.5,1.2,46.4,1.5,0,1974.4,685.77
2015-12-07,31912,1.5,108,1.9,-3.4,6.7,0,6,1.8,51.1,1.5,0,1963.67,683.34
2015-12-08,35157,1.5,108,2.9,-1.4,9.6,0,4.7,1.3,55.9,1.45,0,1949.04,668.42
2015-12-09,36575,1.5,108,5,-0.8,10.9,0,5.9,2.3,57.4,1.41,0,1948.24,664.08
2015-12-10,39903,1.5,108,7.8,5.8,9.2,0.3,5.6,2.1,75,0.27,0,1952.07,658.08
